256	381	8
256	382	8
256	383	8
256	384	8
256	385	8
256	386	8
256	387	8
256	388	8
256	389	8
256	390	8
257	92	6
257	93	6
257	94	6
257	265	9
257	266	9
257	267	9
257	378	8
257	379	8
257	380	8
257	381	8
257	382	8
257	383	8
257	384	8
257	385	8
257	386	8
257	387	8
257	388	8
257	389	8
257	390	8
257	391	8
257	392	8
258	264	9
258	265	9
258	266	9
258	267	9
258	378	8
258	379	8
258	380	8
258	381	8
258	382	8
258	383	8
258	384	8
258	385	8
258	386	8
258	387	8
258	388	8
258	389	8
258	390	8
258	391	8
258	392	8
259	265	9
259	266	9
259	267	9
259	378	8
259	379	8
259	380	8
259	381	8
259	382	8
259	383	8
259	384	8
259	385	8
259	386	8
259	387	8
259	388	8
259	389	8
259	390	8
259	391	8
259	392	8
259	393	8
260	94	10
260	95	10
260	96	10
260	97	10
260	98	10
260	265	9
260	266	9
260	267	9
260	378	8
260	379	8
260	380	8
260	381	8
260	382	8
260	383	8
260	384	8
260	385	8
260	386	8
260	387	8
260	388	8
260	389	8
260	390	8
260	391	8
260	392	8
260	393	8
261	93	10
261	94	10
261	95	10
261	96	10
261	97	10
261	98	10
261	378	8
261	379	8
261	380	8
261	381	8
261	382	8
261	383	8
261	384	8
261	385	8
261	386	8
261	387	8
261	388	8
261	389	8
261	390	8
261	391	8
261	392	8
261	393	8
262	93	10
262	94	10
262	95	10
262	96	10
262	97	10
262	378	8
262	379	8
262	380	8
262	381	8
262	382	8
262	383	8
262	384	8
262	385	8
262	386	8
262	387	8
262	388	8
262	389	8
262	390	8
262	391	8
262	392	8
262	393	8
263	96	10
263	378	8
263	379	8
263	380	8
263	381	8
263	382	8
263	383	8
263	384	8
263	385	8
263	386	8
263	387	8
263	388	8
263	389	8
263	390	8
263	391	8
263	392	8
264	381	8
264	382	8
264	383	8
264	384	8
264	385	8
264	386	8
264	387	8
264	388	8
264	389	8
264	390	8
265	381	8
265	382	8
265	383	8
265	384	8
265	385	8
265	386	8
265	387	8
265	388	8
265	389	8
266	383	8
266	384	8
266	385	8
266	386	8
266	387	8
266	388	8
266	389	8
267	384	8
267	385	8
267	386	8
267	387	8
267	389	8
297	202	11
297	203	11
297	204	11
298	200	11
298	201	11
298	202	11
298	203	11
298	204	11
299	202	11
299	203	11
299	204	11
300	202	12
300	203	12
301	201	12
301	202	12
301	203	12
302	201	12
302	202	12
302	203	12
303	201	12
303	202	12
303	203	12
304	201	12
304	202	12
304	203	12
305	201	12
305	202	12
305	203	12
307	204	13
307	205	13
308	203	13
308	204	13
308	205	13
308	206	13
309	203	13
309	204	13
309	205	13
309	206	13
309	363	14
309	364	14
309	365	14
309	366	14
309	367	14
309	368	14
309	369	14
309	370	14
310	204	13
310	205	13
310	206	13
310	362	14
310	363	14
310	364	14
310	365	14
310	366	14
310	367	14
310	368	14
310	369	14
310	370	14
310	371	14
310	372	14
311	362	14
311	363	14
311	364	14
311	365	14
311	366	14
311	367	14
311	368	14
311	369	14
311	370	14
311	371	14
311	372	14
312	362	14
312	363	14
312	364	14
312	365	14
312	366	14
312	367	14
312	368	14
312	369	14
312	370	14
312	371	14
312	372	14
313	362	14
313	363	14
313	364	14
313	365	14
313	366	14
313	367	14
313	368	14
313	369	14
313	370	14
314	362	14
314	363	14
314	364	14
314	365	14
314	366	14
314	367	14
314	368	14
314	369	14
314	370	14
315	120	15
315	121	15
315	362	14
315	363	14
315	364	14
315	365	14
315	366	14
315	367	14
315	368	14
315	369	14
316	119	15
316	120	15
316	121	15
316	122	15
316	362	14
316	363	14
316	364	14
316	365	14
316	366	14
316	367	14
316	368	14
316	369	14
317	119	15
317	120	15
317	121	15
317	362	14
317	363	14
317	364	14
317	365	14
317	366	14
317	367	14
317	368	14
317	369	14
317	384	16
317	385	16
317	392	17
317	393	17
317	394	17
317	395	17
318	119	15
318	120	15
318	121	15
318	366	14
318	367	14
318	368	14
318	369	14
318	383	16
318	384	16
318	385	16
318	386	16
318	390	17
318	391	17
318	392	17
318	393	17
318	394	17
319	119	15
319	120	15
319	366	14
319	367	14
319	368	14
319	369	14
319	383	16
319	384	16
319	385	16
319	386	16
319	392	17
319	393	17
320	120	15
320	131	18
320	132	18
320	133	18
320	134	18
320	135	18
320	136	18
320	137	18
320	138	18
320	366	14
320	367	14
320	368	14
320	369	14
320	383	16
320	384	16
320	385	16
320	386	16
320	387	16
320	392	17
321	130	18
321	131	18
321	132	18
321	133	18
321	134	18
321	135	18
321	136	18
321	137	18
321	138	18
321	139	18
321	383	16
321	384	16
321	385	16
321	386	16
321	387	16
322	130	18
322	131	18
322	132	18
322	133	18
322	134	18
322	135	18
322	136	18
322	137	18
322	138	18
322	139	18
322	140	18
322	383	16
322	384	16
322	385	16
322	386	16
322	387	16
323	130	18
323	131	18
323	132	18
323	133	18
323	134	18
323	135	18
323	136	18
323	137	18
323	138	18
323	139	18
323	140	18
323	383	16
323	384	16
323	385	16
323	386	16
323	387	16
324	130	18
324	131	18
324	132	18
324	133	18
324	134	18
324	135	18
324	136	18
324	137	18
324	138	18
324	139	18
324	140	18
324	384	16
324	385	16
324	386	16
325	130	18
325	131	18
325	132	18
325	133	18
325	134	18
325	135	18
325	136	18
325	137	18
325	138	18
325	139	18
325	140	18
325	384	16
325	385	16
325	386	16
326	130	18
326	131	18
326	132	18
326	133	18
326	134	18
326	135	18
326	136	18
326	384	16
326	385	16
326	386	16
327	130	18
327	131	18
327	132	18
327	133	18
327	134	18
327	135	18
328	130	18
328	131	18
328	132	18
328	133	18
328	134	18
328	135	18
329	130	18
329	131	18
329	132	18
329	293	20
329	294	20
329	295	20
329	296	20
330	288	21
330	289	21
330	293	20
330	294	20
330	295	20
331	285	21
331	286	21
331	287	21
331	288	21
331	289	21
331	292	20
331	293	20
331	294	20
331	295	20
332	123	19
332	124	19
332	125	19
332	126	19
332	127	19
332	128	19
332	129	19
332	285	21
332	286	21
332	287	21
332	288	21
332	289	21
332	292	20
332	293	20
332	294	20
332	295	20
333	121	19
333	122	19
333	123	19
333	124	19
333	125	19
333	126	19
333	127	19
333	128	19
333	129	19
333	287	21
333	288	21
333	289	21
333	290	21
333	291	21
333	292	20
334	121	19
334	122	19
334	123	19
334	124	19
334	125	19
334	126	19
334	127	19
334	128	19
334	129	19
334	287	21
334	288	21
334	289	21
334	290	21
335	121	19
335	122	19
335	123	19
335	124	19
335	125	19
335	126	19
335	127	19
335	288	21
336	121	19
336	122	19
336	123	19
336	124	19
336	125	19
336	126	19
337	121	19
337	122	19
337	123	19
337	124	19
337	125	19
337	126	19
338	121	19
338	122	19
338	123	19
338	124	19
338	125	19
339	122	19
339	123	19
339	124	19
339	125	19
340	122	19
340	123	19
340	124	19
340	125	19
353	357	22
353	358	22
354	355	22
354	356	22
354	357	22
354	358	22
354	359	22
355	354	22
355	355	22
355	356	22
355	357	22
355	358	22
355	359	22
356	354	22
356	355	22
356	356	22
356	357	22
356	358	22
356	359	22
357	355	22
357	356	22
357	357	22
357	358	22
357	359	22
357	360	22
411	172	23
411	173	23
411	174	23
412	170	23
412	171	23
412	172	23
412	173	23
412	174	23
413	170	23
413	171	23
413	172	23
413	173	23
413	174	23
413	182	25
413	183	25
413	184	25
414	169	23
414	170	23
414	171	23
414	172	23
414	173	23
414	174	23
414	180	25
414	181	25
414	182	25
414	183	25
414	184	25
415	169	23
415	170	23
415	171	23
415	172	23
415	173	23
415	174	23
415	180	25
415	181	25
415	182	25
415	183	25
416	169	23
416	170	23
416	171	23
416	172	23
416	173	23
416	174	23
416	180	25
416	181	25
416	182	25
416	183	25
417	170	23
417	171	23
417	172	23
417	173	23
417	174	23
417	180	25
417	181	25
417	182	25
417	183	25
418	170	23
418	171	23
418	172	23
418	181	25
418	182	25
418	183	25
418	263	26
418	264	26
418	265	26
418	266	26
418	267	26
419	261	26
419	262	26
419	263	26
419	264	26
419	265	26
419	266	26
420	168	24
420	169	24
420	170	24
420	261	26
420	262	26
420	263	26
420	264	26
420	265	26
420	266	26
421	167	24
421	168	24
421	169	24
421	170	24
421	260	26
421	261	26
421	262	26
421	263	26
421	264	26
421	265	26
422	167	24
422	168	24
422	169	24
422	170	24
422	171	24
422	172	24
422	261	26
422	262	26
422	263	26
422	264	26
422	265	26
423	167	24
423	168	24
423	169	24
423	170	24
423	171	24
423	172	24
424	167	24
424	168	24
424	169	24
424	170	24
424	171	24
424	172	24
425	167	24
425	168	24
425	169	24
425	170	24
425	171	24
426	167	24
426	168	24
426	169	24
426	170	24
427	167	24
427	168	24
427	169	24
427	170	24
428	167	24
428	168	24
428	169	24
428	170	24
429	167	24
429	168	24
429	169	24
429	170	24
430	167	24
430	168	24
430	169	24
444	245	27
444	246	27
444	247	27
445	243	27
445	244	27
445	245	27
445	246	27
445	247	27
446	243	27
446	244	27
446	245	27
446	246	27
446	247	27
447	243	27
447	244	27
447	245	27
447	246	27
447	247	27
448	243	27
448	244	27
448	245	27
448	246	27
448	247	27
449	243	27
449	244	27
449	245	27
449	246	27
449	247	27
450	242	27
450	243	27
450	244	27
450	245	27
450	246	27
451	242	27
451	243	27
451	244	27
451	245	27
451	246	27
452	242	27
452	243	27
452	244	27
452	245	27
453	241	27
453	242	27
453	243	27
453	244	27
453	245	27
454	241	27
454	242	27
454	243	27
454	244	27
454	245	27
455	241	27
455	242	27
455	243	27
455	244	27
456	241	27
456	242	27
456	243	27
456	244	27
457	241	27
457	242	27
457	243	27
457	244	27
458	242	27
458	243	27
458	244	27
459	242	27
459	243	27
459	244	27
460	242	27
460	243	27
460	244	27
