140	203	1
140	204	1
140	205	1
141	202	1
141	203	1
141	204	1
141	205	1
141	206	1
142	202	1
142	203	1
142	204	1
143	203	1
144	203	1
146	248	2
146	249	2
146	250	2
146	251	2
147	247	2
147	248	2
147	249	2
147	250	2
147	251	2
147	252	2
148	246	2
148	247	2
148	248	2
148	249	2
148	250	2
148	251	2
148	252	2
148	253	2
149	246	2
149	247	2
149	248	2
149	249	2
149	250	2
149	251	2
149	252	2
149	253	2
150	246	2
150	247	2
150	248	2
150	249	2
150	250	2
150	251	2
150	252	2
150	253	2
150	254	2
150	255	2
150	256	2
151	246	2
151	247	2
151	248	2
151	249	2
151	250	2
151	251	2
151	252	2
151	253	2
151	254	2
151	255	2
151	256	2
152	246	2
152	247	2
152	248	2
152	249	2
152	250	2
152	251	2
152	252	2
152	253	2
152	254	2
152	255	2
152	256	2
153	246	2
153	247	2
153	248	2
153	249	2
153	250	2
153	251	2
153	252	2
153	253	2
153	254	2
153	255	2
238	283	3
238	284	3
238	285	3
239	281	3
239	282	3
239	283	3
239	284	3
239	285	3
240	277	3
240	278	3
240	279	3
240	280	3
240	281	3
240	282	3
240	283	3
240	284	3
240	285	3
241	276	3
241	277	3
241	278	3
241	279	3
241	280	3
241	281	3
241	282	3
241	283	3
241	284	3
241	285	3
242	274	3
242	275	3
242	276	3
242	277	3
242	278	3
242	279	3
242	280	3
242	281	3
242	282	3
242	283	3
242	284	3
242	285	3
243	184	4
243	185	4
243	186	4
243	274	3
243	275	3
243	276	3
243	277	3
243	278	3
243	279	3
243	280	3
243	281	3
243	282	3
243	283	3
243	284	3
243	285	3
244	183	4
244	184	4
244	185	4
244	186	4
244	274	3
244	275	3
244	276	3
244	277	3
244	278	3
244	279	3
244	280	3
244	281	3
244	282	3
244	283	3
244	284	3
244	285	3
245	183	4
245	184	4
245	185	4
245	275	3
245	276	3
245	277	3
245	278	3
245	279	3
245	280	3
245	281	3
245	282	3
245	283	3
245	284	3
246	278	3
246	279	3
246	280	3
246	281	3
246	282	3
246	283	3
246	284	3
247	270	5
247	271	5
247	272	5
247	279	3
247	280	3
247	281	3
247	282	3
247	283	3
247	284	3
248	267	5
248	268	5
248	269	5
248	270	5
248	271	5
248	272	5
248	279	3
248	280	3
248	281	3
248	282	3
248	283	3
248	284	3
249	267	5
249	268	5
249	269	5
249	270	5
249	271	5
249	272	5
249	279	3
249	280	3
249	281	3
249	282	3
250	95	6
250	96	6
250	97	6
250	267	5
250	268	5
250	269	5
250	270	5
250	271	5
250	272	5
250	279	3
250	280	3
250	281	3
250	282	3
251	93	6
251	94	6
251	95	6
251	96	6
251	97	6
251	269	5
251	270	5
251	271	5
251	272	5
251	273	5
251	274	5
252	93	6
252	94	6
252	95	6
252	96	6
252	97	6
252	269	5
252	270	5
252	271	5
252	272	5
252	273	5
252	274	5
253	92	6
253	93	6
253	94	6
253	95	6
253	96	6
253	97	6
253	270	5
253	271	5
253	272	5
253	273	5
254	91	6
254	92	6
254	93	6
254	94	6
254	95	6
254	379	8
254	380	8
254	381	8
254	382	8
254	383	8
255	91	6
255	92	6
255	93	6
255	94	6
255	379	8
255	380	8
255	381	8
255	382	8
255	383	8
255	384	8
255	385	8
255	386	8
255	387	8
255	388	8
255	389	8
255	390	8
256	90	6
256	91	6
256	92	6
256	93	6
256	94	6
256	378	8
256	379	8
256	380	8
